Player,Comparison,Season,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Score,Year
Willy Hernangomez,Bison Dele,1995-96,6.4,11.8,0.543,0,0.1,0.167,6.4,11.7,0.546,0.544,3,4.1,0.734,2.3,5.3,7.6,1.9,1.1,0.8,2.9,3.5,15.8,50,3
Willy Hernangomez,Travis Knight,1998-99,1.8,3.5,0.515,0,0,0,1.8,3.5,0.519,0.515,0.6,0.8,0.759,0.9,2.5,3.5,0.8,0.6,0.7,0.9,2.9,4.2,49,1
Willy Hernangomez,Travis Knight,1999-00,0.7,1.9,0.39,0,0,0,0.7,1.9,0.39,0.39,0.3,0.4,0.607,0.7,1.3,2,0.4,0.1,0.4,0.4,1.4,1.7,49,2
Willy Hernangomez,Travis Knight,2000-01,0.2,1.2,0.189,0,0,0,0.2,1.2,0.192,0.189,0.2,0.4,0.5,0.4,0.8,1.2,0.1,0.1,0.2,0.2,1,0.6,49,3
Willy Hernangomez,Victor Alexander,1993-94,3.9,7.3,0.53,0,0.2,0.154,3.8,7.1,0.54,0.532,1,1.9,0.527,1.7,2.8,4.5,1,0.4,0.5,1.2,2.4,8.7,47,1
Willy Hernangomez,Victor Alexander,1994-95,4.6,8.9,0.515,0.1,0.5,0.24,4.5,8.4,0.531,0.521,0.7,1.2,0.6,1.7,4.1,5.8,1.2,0.6,0.6,1.5,2.9,10,47,2
Willy Hernangomez,Mike Sweetney,2006-07,1.2,2.8,0.433,0,0,0,1.2,2.8,0.433,0.433,0.8,1.4,0.561,0.9,1.6,2.5,0.6,0.2,0.2,0.9,1.6,3.2,47,1
Willy Hernangomez,Jason Thompson,2010-11,3.6,7.1,0.507,0,0,0,3.6,7.1,0.51,0.507,1.6,2.7,0.605,1.9,4.1,6.1,1.2,0.4,0.6,1.3,2.8,8.8,47,1
Willy Hernangomez,Jason Thompson,2011-12,3.7,6.9,0.535,0,0,0,3.7,6.9,0.537,0.535,1.7,2.8,0.602,2.6,4.3,6.9,1.2,0.7,0.7,1.1,2.3,9.1,47,2
Willy Hernangomez,Jason Thompson,2012-13,4.6,9.1,0.502,0,0,0,4.6,9,0.504,0.502,1.7,2.5,0.694,2.1,4.6,6.7,1,0.6,0.7,1.2,2.8,10.9,47,3
Nikola Jokic,Greg Monroe,2013-14,6.1,12.4,0.497,0,0,0,6.1,12.4,0.497,0.497,2.9,4.5,0.657,3.1,6.1,9.3,2.1,1.1,0.6,2,2.5,15.2,29,1
Nikola Jokic,Greg Monroe,2014-15,6.1,12.4,0.496,0,0,0,6.1,12.4,0.496,0.496,3.7,4.9,0.75,3.3,6.9,10.2,2.1,1.1,0.5,2.2,2.1,15.9,29,2
Nikola Jokic,Greg Monroe,2015-16,6.2,11.9,0.522,0,0,0,6.2,11.9,0.522,0.522,2.9,3.9,0.74,2.8,6.1,8.8,2.3,0.9,0.8,1.6,2.1,15.3,29,3
Nikola Jokic,Carlos Boozer,2005-06,6.6,12.1,0.549,0,0,0,6.6,12.1,0.549,0.549,3,4.2,0.723,2.2,6.4,8.6,2.7,0.9,0.2,2.1,3.2,16.3,26,1
Nikola Jokic,Carlos Boozer,2006-07,8.7,15.6,0.561,0,0,0,8.7,15.6,0.561,0.561,3.4,5,0.685,3.2,8.5,11.7,3,0.9,0.3,2.6,2.9,20.9,26,2
Nikola Jokic,Carlos Boozer,2007-08,8.8,16,0.547,0,0,0,8.8,16,0.547,0.547,3.6,4.9,0.738,2.4,8,10.4,2.9,1.2,0.5,2.6,3.6,21.1,26,3
Nikola Jokic,Shawn Kemp,1993-94,6.7,12.5,0.538,0,0.1,0.25,6.7,12.5,0.54,0.539,4.6,6.2,0.741,3.9,6.8,10.8,2.6,1.8,2.1,3.3,3.9,18.1,23,1
Nikola Jokic,Shawn Kemp,1994-95,6.6,12.2,0.547,0,0.1,0.286,6.6,12.1,0.548,0.548,5.3,7.1,0.749,3.9,7,10.9,1.8,1.2,1.5,3.2,4.1,18.7,23,2
Nikola Jokic,Shawn Kemp,1995-96,6.7,11.9,0.561,0.1,0.2,0.417,6.6,11.7,0.563,0.564,6.2,8.4,0.742,3.5,7.9,11.4,2.2,1.2,1.6,4,3.8,19.6,23,3
Nikola Jokic,Lonnie Shelton,1979-80,5.6,10.6,0.53,0,0.1,0.2,5.6,10.5,0.532,0.531,2.4,3.2,0.763,2.6,5,7.7,1.9,1.2,1,2.2,3.8,13.6,21,1
Nikola Jokic,Lonnie Shelton,1980-81,5.2,12.4,0.42,0,0,0,5.2,12.4,0.42,0.42,2.6,3.9,0.655,2.2,3.4,5.6,2.5,1.6,0.2,2.9,3.4,13,21,2
Nikola Jokic,Lonnie Shelton,1981-82,6.3,12.9,0.486,0,0.1,0,6.3,12.8,0.489,0.486,2.3,3,0.783,2,4.3,6.3,3.1,1.2,0.5,2.5,3.9,14.9,21,3
Nikola Jokic,Kevin Love,2012-13,5.8,16.6,0.352,1.1,5.1,0.217,4.7,11.4,0.413,0.386,5.6,7.9,0.704,3.6,10.4,14,2.3,0.7,0.5,2.2,1.9,18.3,19,1
Nikola Jokic,Kevin Love,2013-14,8.4,18.5,0.457,2.5,6.6,0.376,6,11.9,0.502,0.524,6.8,8.2,0.821,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,26.1,19,2
Nikola Jokic,Kevin Love,2014-15,5.5,12.7,0.434,1.9,5.2,0.367,3.6,7.5,0.48,0.509,3.4,4.3,0.804,1.9,7.9,9.7,2.2,0.7,0.5,1.6,1.9,16.4,19,3
Nikola Jokic,Andrew Bynum,2011-12,7.4,13.3,0.558,0,0.1,0.2,7.4,13.2,0.56,0.558,3.9,5.6,0.692,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7,19,1
Nikola Jokic,Andrew Bynum,2013-14,3.6,8.7,0.418,0,0,0,3.6,8.7,0.418,0.418,1.4,1.9,0.755,2,3.5,5.6,1.1,0.2,1.1,1.3,1.2,8.7,19,2
Nikola Jokic,Charles Barkley,1986-87,8.2,13.8,0.594,0.3,1.5,0.202,7.9,12.3,0.643,0.606,6.3,8.3,0.761,5.7,8.9,14.6,4.9,1.8,1.5,4.7,3.7,23,16,1
Nikola Jokic,Charles Barkley,1987-88,9.4,16,0.587,0.6,2,0.28,8.9,14.1,0.63,0.604,8.9,11.9,0.751,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3,16,2
Nikola Jokic,Charles Barkley,1988-89,8.9,15.3,0.579,0.4,2.1,0.216,8.4,13.2,0.636,0.594,7.6,10.1,0.753,5.1,7.4,12.5,4.1,1.6,0.8,3.2,3.3,25.8,16,3
Nikola Jokic,Andrei Kirilenko,2004-05,5,10.2,0.493,0.6,1.9,0.299,4.5,8.4,0.536,0.52,5,6.3,0.784,2.2,4,6.2,3.2,1.6,3.3,2.2,2.5,15.6,14,1
Nikola Jokic,Andrei Kirilenko,2005-06,4.9,10.6,0.46,0.5,1.7,0.308,4.3,8.9,0.489,0.485,5,7.2,0.699,2.3,5.7,8,4.3,1.5,3.2,2.9,2.3,15.3,14,2
Nikola Jokic,Andrei Kirilenko,2006-07,2.8,6,0.471,0.2,1.1,0.213,2.6,4.9,0.528,0.49,2.5,3.4,0.728,1.3,3.4,4.7,2.9,1.1,2.1,1.9,2.5,8.3,14,3
Nikola Jokic,John Williams,1990-91,5,11.9,0.417,0.3,1.2,0.244,4.7,10.7,0.438,0.43,2.2,2.9,0.753,1.3,4.1,5.4,4,1.2,0.2,2.1,1.9,12.5,14,1
Nikola Jokic,John Williams,1992-93,2.8,6.4,0.43,0.2,0.7,0.226,2.6,5.7,0.455,0.442,0.9,1.7,0.543,1.2,3.1,4.3,1.9,1.1,0.3,1.1,2.5,6.6,14,2
Nikola Jokic,John Williams,1993-94,2.4,5.5,0.431,0.1,0.6,0.25,2.2,4.9,0.452,0.444,0.7,1.1,0.667,1.1,2.6,3.7,2.9,0.7,0.3,1,2.5,5.6,14,3
Nikola Jokic,Andris Biedrins,2009-10,2.5,4.2,0.591,0,0,0,2.5,4.2,0.591,0.591,0.1,0.8,0.16,1.9,5.9,7.8,1.7,0.6,1.3,1,3.5,5,14,1
Nikola Jokic,Andris Biedrins,2010-11,2.4,4.5,0.534,0,0,0,2.4,4.5,0.534,0.534,0.2,0.5,0.323,2.5,4.8,7.2,1,0.9,0.9,1,3.4,5,14,2
Nikola Jokic,Andris Biedrins,2011-12,0.8,1.4,0.609,0,0,0,0.8,1.4,0.609,0.609,0,0.2,0.111,1,2.8,3.7,0.3,0.5,1,0.3,2.7,1.7,14,3
Andrew Wiggins,Carmelo Anthony,2007-08,9.5,19.2,0.492,0.8,2.1,0.354,8.7,17.1,0.509,0.511,6,7.7,0.786,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,62,1
Andrew Wiggins,Carmelo Anthony,2008-09,8.1,18.3,0.443,1,2.6,0.371,7.2,15.7,0.455,0.469,5.6,7.1,0.793,1.6,5.2,6.8,3.4,1.1,0.4,3,3,22.8,62,2
Andrew Wiggins,Carmelo Anthony,2009-10,10,21.8,0.458,0.9,2.7,0.316,9.1,19.1,0.478,0.478,7.4,8.9,0.83,2.2,4.4,6.6,3.2,1.3,0.4,3,3.3,28.2,62,3
Andrew Wiggins,Michael Beasley,2012-13,4.1,10.2,0.405,0.6,1.9,0.313,3.5,8.3,0.426,0.434,1.3,1.7,0.746,0.7,3.1,3.8,1.5,0.4,0.5,1.9,1.4,10.1,50,1
Andrew Wiggins,Michael Beasley,2013-14,3.2,6.5,0.499,0.4,1,0.389,2.8,5.5,0.518,0.528,1.1,1.4,0.772,0.6,2.6,3.1,0.8,0.4,0.4,1,1.7,7.9,50,2
Andrew Wiggins,Michael Beasley,2014-15,3.8,8.8,0.434,0.3,1.4,0.235,3.5,7.4,0.472,0.453,0.8,1.1,0.769,0.5,3.2,3.7,1.3,0.6,0.5,1.5,2.8,8.8,50,3
Andrew Wiggins,Shareef Abdur-Rahim,2000-01,7.5,15.8,0.472,0.1,0.8,0.188,7.3,15,0.487,0.477,5.5,6.6,0.834,2.2,6.9,9.1,3.1,1.1,1,2.9,2.9,20.5,49,1
Andrew Wiggins,Shareef Abdur-Rahim,2001-02,7.8,16.8,0.461,0.3,0.9,0.3,7.5,15.9,0.47,0.469,5.4,6.8,0.801,2.6,6.5,9,3.1,1.3,1.1,3.2,2.8,21.2,49,2
Andrew Wiggins,Shareef Abdur-Rahim,2002-03,7,14.6,0.478,0.3,0.7,0.35,6.7,13.9,0.485,0.487,5.6,6.7,0.841,2.2,6.2,8.4,3,1.1,0.5,2.6,3,19.9,49,3
Andrew Wiggins,Marvin Williams,2009-10,3.7,8.2,0.455,0.5,1.6,0.303,3.2,6.6,0.492,0.485,2.2,2.7,0.819,1.3,3.8,5.1,1.1,0.8,0.6,0.9,2,10.1,44,1
Andrew Wiggins,Marvin Williams,2010-11,3.8,8.3,0.458,0.6,1.7,0.336,3.2,6.6,0.489,0.493,2.3,2.7,0.845,1,3.8,4.8,1.4,0.5,0.4,1,1.6,10.4,44,2
Andrew Wiggins,Marvin Williams,2011-12,3.6,8.2,0.432,1,2.6,0.389,2.5,5.6,0.452,0.494,2,2.6,0.788,1.3,3.8,5.2,1.2,0.8,0.3,0.7,1.5,10.2,44,3
Andrew Wiggins,Tyreke Evans,2013-14,5.4,12.5,0.436,0.3,1.3,0.221,5.1,11.1,0.461,0.448,3.3,4.3,0.771,1.1,3.7,4.7,5,1.2,0.3,2.4,2.2,14.5,43,1
Andrew Wiggins,Tyreke Evans,2014-15,6.6,14.7,0.447,0.9,2.9,0.304,5.7,11.9,0.482,0.477,2.6,3.7,0.694,1,4.2,5.3,6.6,1.3,0.5,3.1,2.5,16.6,43,2
Andrew Wiggins,Tyreke Evans,2015-16,5.4,12.6,0.433,1.3,3.4,0.388,4.1,9.2,0.45,0.486,3,3.7,0.796,0.8,4.4,5.2,6.6,1.3,0.3,2.9,2.6,15.2,43,3
Andrew Wiggins,Otis Birdsong,1979-80,9.5,18.9,0.505,0.1,0.4,0.278,9.4,18.4,0.511,0.508,3.5,5,0.694,2.1,2,4,2.5,1.7,0.3,2.2,2.8,22.7,39,1
Andrew Wiggins,Otis Birdsong,1980-81,10,18.4,0.544,0.1,0.5,0.286,9.9,17.9,0.551,0.547,4.5,6.4,0.697,1.7,2,3.6,3.3,1.3,0.3,2.4,2.4,24.6,39,2
Andrew Wiggins,Otis Birdsong,1981-82,6.1,13,0.469,0,0.3,0,6.1,12.7,0.479,0.469,2,3.4,0.583,0.8,1.8,2.6,3.4,0.8,0.1,1.7,2,14.2,39,3
Andrew Wiggins,Bradley Beal,2016-17,8.3,17.2,0.482,2.9,7.2,0.404,5.4,10,0.538,0.566,3.7,4.4,0.825,0.7,2.4,3.1,3.5,1.1,0.3,2,2.2,23.1,37,1
Andrew Wiggins,Jamal Washburn,1996-97,4.1,10.8,0.385,1.3,4,0.325,2.8,6.8,0.421,0.445,2.3,3.3,0.702,1,3.3,4.3,3,1.1,0.2,1.7,2.7,11.9,34,1
Andrew Wiggins,Jamal Washburn,1997-98,5.2,12,0.435,0.8,2.5,0.303,4.5,9.5,0.47,0.467,3.8,4.8,0.797,1.5,3.4,4.9,2.8,0.9,0.3,2.3,2.9,15.1,34,2
Andrew Wiggins,Jamal Washburn,1998-99,5.6,12.4,0.451,0.5,1.3,0.433,5,11.1,0.453,0.473,3.1,4.3,0.721,1,5.1,6.1,3.1,0.8,0.1,2.5,2.4,14.8,34,3
Andrew Wiggins,Jerry Stackhouse,1998-99,4.3,11.6,0.371,0.8,3,0.278,3.5,8.6,0.403,0.407,5,5.9,0.85,0.6,1.9,2.5,2.8,0.8,0.5,2.9,1.9,14.5,33,1
Andrew Wiggins,Jerry Stackhouse,1999-00,7.5,17.6,0.428,1,3.5,0.288,6.5,14.1,0.462,0.456,7.5,9.2,0.815,1.4,2.4,3.8,4.5,1.3,0.4,3.8,2.3,23.6,33,2
Andrew Wiggins,Jerry Stackhouse,2000-01,9.7,24.1,0.402,2.1,5.9,0.351,7.6,18.2,0.418,0.445,8.3,10.1,0.822,1.2,2.7,3.9,5.1,1.2,0.7,4.1,2,29.8,33,3
Andrew Wiggins,Brandon Knight,2015-16,7.1,17.2,0.415,2.3,6.8,0.342,4.8,10.5,0.461,0.482,3,3.5,0.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6,33,1
Andrew Wiggins,Brandon Knight,2016-17,3.9,9.7,0.398,0.8,2.6,0.324,3,7.1,0.425,0.441,2.4,2.9,0.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11,33,2
Nikola Mirotic,Ersan Ilyasova,2014-15,4.5,9.6,0.472,1.3,3.3,0.389,3.3,6.3,0.515,0.539,1.2,1.8,0.645,1.4,3.4,4.8,1,0.6,0.3,0.8,2.6,11.5,60,1
Nikola Mirotic,Ersan Ilyasova,2015-16,3.8,8.9,0.424,1.3,3.5,0.371,2.5,5.4,0.458,0.496,1.5,2.1,0.721,1.9,3.5,5.4,0.9,0.7,0.4,1,2.3,10.4,60,2
Nikola Mirotic,Ersan Ilyasova,2016-17,4.7,10.9,0.431,1.7,4.9,0.353,3,6,0.496,0.511,2,2.5,0.778,1.4,4.5,5.9,1.7,0.7,0.3,1.4,2.6,13.1,60,3
Nikola Mirotic,Patrick Patterson,2016-17,2.4,5.9,0.401,1.4,3.9,0.372,0.9,2,0.458,0.523,0.7,0.9,0.717,1,3.6,4.5,1.2,0.6,0.4,0.6,1.8,6.8,57,1
Nikola Mirotic,Harold Pressley,2008-09,2.5,6,0.421,1.3,3.4,0.401,1.2,2.6,0.446,0.533,0.6,0.7,0.741,0.6,2.3,2.8,1,0.6,0.2,1.3,1.4,6.9,57,1
Nikola Mirotic,Harold Pressley,2009-10,2.5,6.7,0.377,0.7,2.6,0.278,1.8,4,0.442,0.432,0.5,0.7,0.741,1.2,3.1,4.3,1.1,0.7,0.2,1.1,2.4,6.2,57,2
Nikola Mirotic,Harold Pressley,2010-11,1.9,4.3,0.431,0.9,2.3,0.405,0.9,2,0.462,0.541,0.4,0.5,0.882,0.9,2,2.9,1.1,0.6,0.6,0.8,2.1,5.1,57,3
Nikola Mirotic,Vladimir Radmanovic,2009-10,2.5,6.7,0.377,0.7,2.6,0.278,1.8,4,0.442,0.432,0.5,0.7,0.741,1.2,3.1,4.3,1.1,0.7,0.2,1.1,2.4,6.2,54,1
Nikola Mirotic,Vladimir Radmanovic,2010-11,1.9,4.3,0.431,0.9,2.3,0.405,0.9,2,0.462,0.541,0.4,0.5,0.882,0.9,2,2.9,1.1,0.6,0.6,0.8,2.1,5.1,54,2
Nikola Mirotic,Vladimir Radmanovic,2011-12,1.5,4,0.376,1,2.8,0.37,0.5,1.3,0.387,0.503,0.4,0.6,0.759,0.7,2.2,2.9,1.1,0.4,0.3,0.7,1.3,4.5,54,3
Nikola Mirotic,Brian Cook,2009-10,0.5,1.5,0.304,0.1,0.6,0.222,0.3,0.9,0.357,0.348,0.3,0.5,0.714,0.1,0.5,0.6,0.1,0,0.1,0.4,0.3,1.4,53,1
Nikola Mirotic,Brian Cook,2010-11,1.8,4.3,0.424,0.9,2,0.43,1,2.3,0.418,0.524,0.4,0.6,0.625,0.5,1.9,2.4,0.4,0.3,0.3,0.6,1.9,4.8,53,2
Nikola Mirotic,Brian Cook,2011-12,1,3.1,0.316,0.3,1.6,0.2,0.7,1.5,0.438,0.367,0.3,0.3,0.9,0.3,1.7,2,0.3,0.2,0.2,0.3,1.5,2.5,53,3
Nikola Mirotic,Austin Croshere,2002-03,1.8,4.3,0.411,0.6,1.4,0.391,1.2,2.9,0.421,0.476,1.1,1.3,0.815,0.8,2.3,3.2,1.1,0.1,0.3,0.6,1,5.1,52,1
Nikola Mirotic,Austin Croshere,2003-04,1.5,4,0.388,0.7,1.9,0.389,0.8,2.1,0.387,0.479,1.2,1.4,0.894,0.8,2.4,3.2,0.7,0.3,0.2,0.7,1.3,5,52,2
Nikola Mirotic,Austin Croshere,2004-05,2.6,6.8,0.378,0.6,2.4,0.259,2,4.4,0.443,0.424,3.1,3.5,0.883,1.4,3.7,5.1,1.3,0.7,0.2,1.4,2.1,8.9,52,3
Nikola Mirotic,Tim Thomas,2004-05,4.4,10.1,0.439,1.2,2.9,0.409,3.2,7.2,0.451,0.498,1.9,2.4,0.786,0.6,2.7,3.3,1.5,0.6,0.2,1.6,3.1,12,51,1
Nikola Mirotic,Tim Thomas,2005-06,3.9,9,0.431,1.6,3.8,0.414,2.3,5.2,0.444,0.519,1,1.4,0.667,0.8,3.8,4.5,0.7,0.6,0.2,1.1,2.7,10.3,51,2
Nikola Mirotic,Tim Thomas,2006-07,3.9,9.5,0.414,1.8,4.7,0.382,2.1,4.8,0.444,0.508,1.3,1.9,0.708,0.8,4.1,5,2.3,0.7,0.4,1.4,3,11,51,3
Nikola Mirotic,Dorell Wright,2013-14,1.6,4.4,0.374,1,3,0.342,0.6,1.4,0.442,0.49,0.8,1,0.754,0.4,2.4,2.8,0.9,0.3,0.2,0.6,0.9,5,50,1
Nikola Mirotic,Dorell Wright,2014-15,1.5,4,0.379,0.9,2.3,0.38,0.6,1.7,0.378,0.487,0.7,0.9,0.81,0.3,2,2.3,0.9,0.4,0.2,0.4,1.1,4.6,50,2
Nikola Mirotic,Charlie Villanueva,2012-13,2.5,6.7,0.377,1.3,3.8,0.347,1.2,3,0.415,0.474,0.4,0.7,0.551,0.7,2.8,3.5,0.8,0.4,0.6,0.6,1.4,6.8,49,1
Nikola Mirotic,Charlie Villanueva,2013-14,1.8,4.6,0.38,0.7,2.8,0.25,1.1,1.8,0.583,0.457,0.4,0.7,0.571,0.3,1.4,1.7,0.3,0.2,0.3,0.4,0.8,4.6,49,2
Nikola Mirotic,Charlie Villanueva,2014-15,2.3,5.7,0.414,1.3,3.5,0.376,1,2.2,0.475,0.529,0.3,0.5,0.571,0.5,1.9,2.3,0.3,0.2,0.3,0.4,1,6.3,49,3
Nikola Mirotic,Brad Lohaus,1992-93,3.5,7.7,0.461,1.1,2.9,0.37,2.5,4.8,0.516,0.53,0.9,1.3,0.723,0.7,2.7,3.5,1.6,0.6,0.9,1.2,2.2,9.1,49,1
Nikola Mirotic,Brad Lohaus,1993-94,1.5,4.2,0.363,0.7,2,0.343,0.8,2.2,0.381,0.445,0.3,0.4,0.69,0.5,1.7,2.2,0.9,0.4,0.8,0.9,2.1,4,49,2
Nikola Mirotic,Brad Lohaus,1994-95,1.6,3.8,0.42,1,2.5,0.406,0.6,1.2,0.447,0.556,0.2,0.2,0.667,0.5,1.2,1.7,0.7,0.3,0.4,0.5,1.4,4.4,49,3
Nerlens Noel,Nene,2006-07,4.6,8.1,0.57,0,0,0,4.6,8,0.571,0.57,3,4.4,0.689,2.3,4.7,7,1.2,1,0.9,2,3.3,12.2,46,1
Nerlens Noel,Nene,2007-08,1.8,4.4,0.408,0,0.1,0,1.8,4.4,0.414,0.408,1.7,3.1,0.551,1.9,3.6,5.4,0.9,0.6,0.9,1.3,2.9,5.3,46,2
Nerlens Noel,Nene,2008-09,5.6,9.2,0.604,0,0.1,0.2,5.5,9.1,0.607,0.604,3.5,4.8,0.723,2.4,5.4,7.8,1.4,1.2,1.3,1.9,3.6,14.6,46,3
Nerlens Noel,Stromile Swift,2004-05,3.7,8.1,0.449,0,0.1,0,3.7,8.1,0.452,0.449,2.8,3.7,0.758,1.5,3,4.6,0.7,0.7,1.5,1.5,3,10.1,42,1
Nerlens Noel,Stromile Swift,2005-06,3.4,6.9,0.491,0,0,0,3.4,6.9,0.493,0.491,2.1,3.2,0.651,1.6,2.8,4.4,0.4,0.6,0.8,1.4,3,8.9,42,2
Nerlens Noel,Stromile Swift,2006-07,3,6.4,0.465,0,0.1,0,3,6.3,0.472,0.465,1.8,2.5,0.724,1.6,3.1,4.6,0.3,0.6,1.1,1.3,2.7,7.8,42,3
Nerlens Noel,Derrick Favors,2015-16,6.7,13.1,0.515,0,0.1,0,6.7,13,0.518,0.515,2.9,4.1,0.709,2.7,5.4,8.1,1.5,1.2,1.5,1.7,2.4,16.4,39,1
Nerlens Noel,Derrick Favors,2016-17,4.1,8.3,0.487,0.1,0.2,0.3,4,8.1,0.491,0.49,1.3,2.2,0.615,1.8,4.3,6.1,1.1,0.9,0.8,1.2,2.1,9.5,39,2
Nerlens Noel,Andris Biedrins,2010-11,2.4,4.5,0.534,0,0,0,2.4,4.5,0.534,0.534,0.2,0.5,0.323,2.5,4.8,7.2,1,0.9,0.9,1,3.4,5,34,1
Nerlens Noel,Andris Biedrins,2011-12,0.8,1.4,0.609,0,0,0,0.8,1.4,0.609,0.609,0,0.2,0.111,1,2.8,3.7,0.3,0.5,1,0.3,2.7,1.7,34,2
Nerlens Noel,Andris Biedrins,2012-13,0.2,0.4,0.476,0,0,0,0.2,0.4,0.476,0.476,0.1,0.2,0.308,0.6,2.2,2.9,0.3,0.3,0.8,0.3,1.9,0.5,34,3
Nerlens Noel,Paul Millsap,2009-10,4.7,8.7,0.538,0,0.1,0.111,4.7,8.6,0.543,0.538,2.2,3.2,0.693,2.3,4.5,6.8,1.6,0.8,1.2,1.4,3.5,11.6,31,1
Nerlens Noel,Paul Millsap,2010-11,6.9,13,0.531,0.1,0.3,0.391,6.8,12.7,0.535,0.536,3.4,4.4,0.757,2.2,5.5,7.6,2.5,1.4,0.9,1.9,3.6,17.3,31,2
Nerlens Noel,Paul Millsap,2011-12,6.7,13.5,0.495,0.1,0.5,0.226,6.5,13,0.505,0.499,3.2,4,0.792,2.8,6,8.8,2.3,1.8,0.8,1.8,3.5,16.6,31,3
Nerlens Noel,Al-Farouq Aminu,2014-15,2,4.8,0.412,0.5,1.7,0.274,1.5,3.1,0.485,0.459,1.1,1.6,0.712,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,30,1
Nerlens Noel,Al-Farouq Aminu,2015-16,3.6,8.8,0.416,1.5,4.3,0.361,2.1,4.5,0.468,0.503,1.4,1.9,0.737,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2,30,2
Nerlens Noel,Al-Farouq Aminu,2016-17,3,7.6,0.393,1.1,3.5,0.33,1.9,4.2,0.445,0.468,1.6,2.2,0.706,1.3,6.1,7.4,1.6,1,0.7,1.5,1.7,8.7,30,3
Nerlens Noel,Tyrus Thomas,2010-11,3.8,8.1,0.471,0,0.1,0,3.8,8,0.476,0.471,2.6,3.3,0.787,1.6,3.9,5.5,0.7,0.7,1.6,1.6,2.8,10.2,30,1
Nerlens Noel,Tyrus Thomas,2011-12,2.2,6.1,0.367,0,0.1,0.333,2.2,6,0.367,0.369,1.2,1.5,0.759,0.9,2.8,3.7,0.6,0.7,1.1,1,2.7,5.6,30,2
Nerlens Noel,Tyrus Thomas,2012-13,1.8,5.2,0.353,0.1,0.3,0.375,1.7,4.9,0.352,0.364,1,1.2,0.839,0.6,1.7,2.3,0.7,0.5,0.6,0.7,2,4.8,30,3
Nerlens Noel,Lonnie Shelton,1980-81,5.2,12.4,0.42,0,0,0,5.2,12.4,0.42,0.42,2.6,3.9,0.655,2.2,3.4,5.6,2.5,1.6,0.2,2.9,3.4,13,30,1
Nerlens Noel,Lonnie Shelton,1981-82,6.3,12.9,0.486,0,0.1,0,6.3,12.8,0.489,0.486,2.3,3,0.783,2,4.3,6.3,3.1,1.2,0.5,2.5,3.9,14.9,30,2
Nerlens Noel,Lonnie Shelton,1982-83,5.3,11.2,0.478,0,0.1,0.167,5.3,11.1,0.48,0.478,1.7,2.3,0.754,1.9,4.1,6,2.9,0.9,0.9,2.1,3.8,12.4,30,3
Nerlens Noel,Trevor Ariza,2009-10,5.5,13.9,0.394,1.9,5.7,0.334,3.6,8.2,0.436,0.462,2.1,3.2,0.649,1.1,4.5,5.6,3.8,1.8,0.6,2.2,2.3,14.9,30,1
Nerlens Noel,Trevor Ariza,2010-11,4,10.2,0.398,1.1,3.6,0.303,2.9,6.5,0.45,0.451,1.8,2.6,0.701,0.8,4.6,5.4,2.2,1.6,0.4,1.6,2.4,11,30,2
Nerlens Noel,Trevor Ariza,2011-12,4.1,9.8,0.417,0.7,2.1,0.333,3.4,7.7,0.44,0.453,1.9,2.5,0.775,1,4.2,5.2,3.3,1.7,0.6,1.9,1.8,10.8,30,3
Elfrid Payton,Tony Parker,2006-07,7.4,14.2,0.52,0.2,0.5,0.395,7.2,13.7,0.525,0.527,3.6,4.5,0.783,0.4,2.8,3.2,5.5,1.1,0.1,2.5,1.8,18.6,57,1
Elfrid Payton,Tony Parker,2007-08,7.5,15.1,0.494,0.2,1,0.258,7.2,14.2,0.51,0.502,3.6,5,0.715,0.4,2.8,3.2,6,0.8,0.1,2.4,1.3,18.8,57,2
Elfrid Payton,Tony Parker,2008-09,8.9,17.5,0.506,0.3,0.9,0.292,8.6,16.6,0.518,0.513,3.9,5,0.782,0.4,2.7,3.1,6.9,0.9,0.1,2.6,1.5,22,57,3
Elfrid Payton,Jrue Holiday,2014-15,6,13.4,0.446,1.3,3.4,0.378,4.7,10,0.469,0.493,1.6,1.9,0.855,0.8,2.6,3.4,6.9,1.6,0.6,2.3,2.8,14.8,54,1
Elfrid Payton,Jrue Holiday,2015-16,6.3,14.4,0.439,1.3,4,0.336,5,10.4,0.478,0.485,2.8,3.3,0.843,0.4,2.6,3,6,1.4,0.3,2.6,2.3,16.8,54,2
Elfrid Payton,Jrue Holiday,2016-17,6,13.3,0.454,1.5,4.2,0.356,4.6,9.1,0.498,0.51,1.8,2.5,0.708,0.7,3.3,3.9,7.3,1.5,0.7,2.9,2,15.4,54,3
